<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
RUBRUB;D;20220822;0;1.0000000;;;1.0000000;
RUBRUB;D;20220823;0;1.0000000;;;1.0000000;
RUBRUB;D;20220824;0;1.0000000;;;1.0000000;
RUBRUB;D;20220825;0;1.0000000;;;1.0000000;
RUBRUB;D;20220826;0;1.0000000;;;1.0000000;
RUBRUB;D;20220828;0;1.0000000;;;1.0000000;
RUBRUB;D;20220829;0;1.0000000;;;1.0000000;
RUBRUB;D;20220830;0;1.0000000;;;1.0000000;
RUBRUB;D;20220831;0;1.0000000;;;1.0000000;
RUBRUB;D;20220901;0;1.0000000;;;1.0000000;
RUBRUB;D;20220902;0;1.0000000;;;1.0000000;
RUBRUB;D;20220904;0;1.0000000;;;1.0000000;
RUBRUB;D;20220905;0;1.0000000;;;1.0000000;
RUBRUB;D;20220906;0;1.0000000;;;1.0000000;
RUBRUB;D;20220907;0;1.0000000;;;1.0000000;
RUBRUB;D;20220908;0;1.0000000;;;1.0000000;
RUBRUB;D;20220909;0;1.0000000;;;1.0000000;
RUBRUB;D;20220911;0;1.0000000;;;1.0000000;
RUBRUB;D;20220912;0;1.0000000;;;1.0000000;
RUBRUB;D;20220913;0;1.0000000;;;1.0000000;
RUBRUB;D;20220914;0;1.0000000;;;1.0000000;
RUBRUB;D;20220915;0;1.0000000;;;1.0000000;
RUBRUB;D;20220916;0;1.0000000;;;1.0000000;
RUBRUB;D;20220919;0;1.0000000;;;1.0000000;
RUBRUB;D;20220920;0;1.0000000;;;1.0000000;
RUBRUB;D;20220921;0;1.0000000;;;1.0000000;
RUBRUB;D;20220922;0;1.0000000;;;1.0000000;
RUBRUB;D;20220923;0;1.0000000;;;1.0000000;
RUBRUB;D;20220925;0;1.0000000;;;1.0000000;
RUBRUB;D;20220926;0;1.0000000;;;1.0000000;
RUBRUB;D;20220927;0;1.0000000;;;1.0000000;
RUBRUB;D;20220928;0;1.0000000;;;1.0000000;
RUBRUB;D;20220929;0;1.0000000;;;1.0000000;
RUBRUB;D;20220930;0;1.0000000;;;1.0000000;
RUBRUB;D;20221002;0;1.0000000;;;1.0000000;
RUBRUB;D;20221003;0;1.0000000;;;1.0000000;
RUBRUB;D;20221004;0;1.0000000;;;1.0000000;
RUBRUB;D;20221005;0;1.0000000;;;1.0000000;
RUBRUB;D;20221006;0;1.0000000;;;1.0000000;
RUBRUB;D;20221007;0;1.0000000;;;1.0000000;
RUBRUB;D;20221010;0;1.0000000;;;1.0000000;
RUBRUB;D;20221011;0;1.0000000;;;1.0000000;
