<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
JPYRUB;D;20220912;0;0.4264751;;;0.4160471;
JPYRUB;D;20220913;0;0.4213162;;;0.4273916;
JPYRUB;D;20220914;0;0.4150139;;;0.4178017;
JPYRUB;D;20220915;0;0.4178159;;;0.4159119;
JPYRUB;D;20220916;0;0.4159570;;;0.4181070;
JPYRUB;D;20220919;0;0.4204188;;;0.4207791;
JPYRUB;D;20220920;0;0.4207467;;;0.4289282;
JPYRUB;D;20220921;0;0.4235956;;;0.4288176;
JPYRUB;D;20220922;0;0.4185761;;;0.4152644;
JPYRUB;D;20220923;0;0.4083698;;;0.3997441;
JPYRUB;D;20220925;0;0.4010023;;;0.3942227;
JPYRUB;D;20220926;0;0.3975016;;;0.4078554;
JPYRUB;D;20220927;0;0.4026296;;;0.4025224;
JPYRUB;D;20220928;0;0.3997342;;;0.4003621;
JPYRUB;D;20220929;0;0.3970146;;;0.3929674;
JPYRUB;D;20220930;0;0.3963286;;;0.4099184;
JPYRUB;D;20221002;0;0.4099184;;;0.4161143;
JPYRUB;D;20221003;0;0.4149679;;;0.4007010;
JPYRUB;D;20221004;0;0.4006443;;;0.4083424;
JPYRUB;D;20221005;0;0.4083322;;;0.4171156;
JPYRUB;D;20221006;0;0.4193517;;;0.4205899;
JPYRUB;D;20221007;0;0.4190301;;;0.4202144;
JPYRUB;D;20221010;0;0.4218433;;;0.4266153;
JPYRUB;D;20221011;0;0.4295510;;;0.4498127;
